City,Time,O3,PM2.5,PM10,CO,SO2,NO2,Temp,RHum,WSpd,O3_P1,O3_P4,O3_P8,O3_P24,PM2.5_P1,PM2.5_P4,PM2.5_P8,PM2.5_P24
Bangkok,2019-01-02 06:00:00+00:00,0.042,,42.0,0.68,0.003,0.032,29.5,51.0,3.6,0.05,0.046,0.009,0.024,,,,
Bangkok,2019-01-02 07:00:00+00:00,0.05,,42.0,0.53,0.002,0.031,29.3,52.0,3.7,0.06,0.03,0.007,0.029,,,,
Bangkok,2019-01-02 08:00:00+00:00,0.06,,43.0,0.47,0.002,0.016,29.5,51.0,3.7,0.055,0.023,0.009,0.031,,,,
Bangkok,2019-01-02 09:00:00+00:00,0.055,,43.0,0.49,0.002,0.021,30.3,50.0,5.4,0.046,0.016,0.006,0.028,,,,
Bangkok,2019-01-02 10:00:00+00:00,0.046,,43.0,0.6,0.002,0.024,28.8,53.0,1.8,0.03,0.009,0.007,0.024,,,,
Bangkok,2019-01-02 11:00:00+00:00,0.03,,44.0,0.81,0.002,0.032,27.8,57.0,1.8,0.023,0.007,0.008,0.022,,,,
Bangkok,2019-01-02 13:00:00+00:00,0.023,,44.0,0.8466666666666667,0.002,0.033666666666666664,26.4,63.0,1.8,0.016,0.009,0.01,0.014,,,,
Bangkok,2019-01-02 12:00:00+00:00,0.016,,44.0,0.8833333333333334,0.002,0.035333333333333335,27.3,59.0,0.0,0.009,0.006,0.012,0.005,,,,
Bangkok,2019-01-02 14:00:00+00:00,0.009,,44.0,0.92,0.002,0.037,25.8,65.0,1.8,0.007,0.007,0.011,0.003,,,,
Bangkok,2019-01-02 15:00:00+00:00,0.007,,44.0,0.87,0.002,0.039,25.3,66.0,0.0,0.009,0.008,0.006,0.001,,,,
Bangkok,2019-01-02 16:00:00+00:00,0.009,,44.0,0.75,0.003,0.03,24.9,66.0,1.8,0.006,0.01,0.004,0.001,,,,
Bangkok,2019-01-02 17:00:00+00:00,0.006,,45.0,0.68,0.002,0.029,24.4,68.0,1.8,0.007,0.012,0.005,0.001,,,,
Bangkok,2019-01-02 18:00:00+00:00,0.007,,44.5,0.68,0.002,0.026000000000000002,23.7,76.0,0.0,0.008,0.011,0.013,0.001,,,,
Bangkok,2019-01-02 19:00:00+00:00,0.008,,44.0,0.68,0.002,0.023,23.8,69.0,0.0,0.01,0.006,0.018,0.002,,,,
Bangkok,2019-01-02 20:00:00+00:00,0.01,,44.0,0.68,0.003,0.021,23.5,70.0,0.0,0.012,0.004,0.021,0.008,,,,
Bangkok,2019-01-02 21:00:00+00:00,0.012,,45.0,0.68,0.003,0.02,23.0,74.0,0.0,0.011,0.005,0.022,0.008,,,,
Bangkok,2019-01-02 22:00:00+00:00,0.011,,45.0,0.67,0.003,0.022,22.9,73.0,0.0,0.006,0.013,0.024,0.004,,,,
Bangkok,2019-01-02 23:00:00+00:00,0.006,,45.0,0.78,0.003,0.029,22.8,73.0,0.0,0.004,0.018,0.029,0.001,,,,
Bangkok,2019-01-03 00:00:00+00:00,0.004,,46.0,1.27,0.003,0.036,23.2,70.0,0.0,0.005,0.021,0.031,0.002,,,,
Bangkok,2019-01-03 01:00:00+00:00,0.005,,47.0,1.27,0.004,0.042,23.4,70.0,1.8,0.013,0.022,0.028,0.004,,,,
Bangkok,2019-01-03 02:00:00+00:00,0.013,,47.0,0.84,0.003,0.034,24.3,67.0,1.8,0.018,0.024,0.024,0.006,,,,
Bangkok,2019-01-03 03:00:00+00:00,0.018,,47.0,0.69,0.002,0.029,25.5,60.0,0.0,0.021,0.029,0.022,0.013,,,,
Bangkok,2019-01-03 04:00:00+00:00,0.021,,47.0,0.65,0.002,0.028,26.2,61.0,1.8,0.022,0.031,0.014,0.017,,,,
Bangkok,2019-01-03 05:00:00+00:00,0.022,,48.0,0.67,0.002,0.03,27.2,58.0,3.7,0.024,0.028,0.005,0.023,,,,
Bangkok,2019-01-03 06:00:00+00:00,0.024,,48.0,0.69,0.002,0.028,25.8,58.0,3.6,0.029,0.024,0.003,0.031,,,,
Bangkok,2019-01-03 07:00:00+00:00,0.029,,48.0,0.64,0.002,0.026,28.8,54.0,3.7,0.031,0.022,0.001,0.031,,,,
Bangkok,2019-01-03 08:00:00+00:00,0.031,,48.0,0.6,0.002,0.033,28.8,54.0,3.7,0.028,0.014,0.001,0.03,,,,
Bangkok,2019-01-03 09:00:00+00:00,0.028,,48.0,0.71,0.002,0.029,26.5,61.0,5.4,0.024,0.005,0.001,0.025,,,,
Bangkok,2019-01-03 10:00:00+00:00,0.024,,48.0,0.84,0.003,0.032,27.7,57.0,1.8,0.022,0.003,0.001,0.019,,,,
Bangkok,2019-01-03 11:00:00+00:00,0.022,,49.0,0.74,0.003,0.03,27.0,60.0,1.8,0.014,0.001,0.002,0.013,,,,
Bangkok,2019-01-03 12:00:00+00:00,0.014,,49.0,0.74,0.003,0.033,25.7,69.0,0.0,0.005,0.001,0.008,0.008,,,,
Bangkok,2019-01-03 13:00:00+00:00,0.005,,50.0,0.83,0.003,0.042,25.6,65.0,1.8,0.003,0.001,0.008,0.003,,,,
Bangkok,2019-01-03 14:00:00+00:00,0.003,,50.0,0.75,0.003,0.045,25.2,67.0,1.8,0.001,0.001,0.004,0.002,,,,
Bangkok,2019-01-03 15:00:00+00:00,0.001,,51.0,0.74,0.003,0.054,25.6,65.0,0.0,0.001,0.002,0.001,0.004,,,,
Bangkok,2019-01-03 16:00:00+00:00,0.001,,51.0,0.8,0.003,0.044,24.6,69.0,1.8,0.001,0.008,0.002,0.006,,,,
Bangkok,2019-01-03 17:00:00+00:00,0.001,,51.0,0.8400000000000001,0.003,0.0435,24.4,70.0,1.8,0.001,0.008,0.004,0.008,,,,
Bangkok,2019-01-03 18:00:00+00:00,0.001,,51.0,0.88,0.003,0.043,24.8,69.0,0.0,0.002,0.004,0.006,0.01,,,,
Bangkok,2019-01-03 19:00:00+00:00,0.002,,51.0,0.66,0.003,0.035,24.1,71.0,0.0,0.008,0.001,0.013,0.012,,,,
Bangkok,2019-01-03 20:00:00+00:00,0.008,,51.0,0.52,0.003,0.025,23.8,73.0,0.0,0.008,0.002,0.017,0.014,,,,
Bangkok,2019-01-03 21:00:00+00:00,0.008,,51.0,0.53,0.002,0.026,23.5,71.0,0.0,0.004,0.004,0.023,0.01,,,,
Bangkok,2019-01-03 22:00:00+00:00,0.004,,51.0,0.71,0.003,0.031,23.6,74.0,0.0,0.001,0.006,0.031,0.006,,,,
Bangkok,2019-01-03 23:00:00+00:00,0.001,,51.0,0.97,0.003,0.032,23.6,74.0,0.0,0.002,0.013,0.031,0.006,,,,
Bangkok,2019-01-04 00:00:00+00:00,0.002,,52.0,1.34,0.003,0.036,24.7,65.0,0.0,0.004,0.017,0.03,0.004,,,,
Bangkok,2019-01-04 01:00:00+00:00,0.004,,52.0,1.15,0.004,0.052,24.1,72.0,1.8,0.006,0.023,0.025,0.002,,,,
Bangkok,2019-01-04 02:00:00+00:00,0.006,,51.0,0.96,0.004,0.039,24.8,70.0,1.8,0.013,0.031,0.019,0.002,,,,
Bangkok,2019-01-04 03:00:00+00:00,0.013,,52.0,0.75,0.003,0.034,26.3,63.0,0.0,0.017,0.031,0.013,0.001,,,,
Bangkok,2019-01-04 04:00:00+00:00,0.017,,52.0,0.75,0.003,0.035,26.7,64.0,3.7,0.023,0.03,0.008,0.005,,,,
Bangkok,2019-01-04 05:00:00+00:00,0.023,,53.0,0.69,0.003,0.039,27.7,61.0,3.7,0.031,0.025,0.003,0.008,,,,
Bangkok,2019-01-04 06:00:00+00:00,0.031,,53.0,0.76,0.002,0.033,28.6,60.0,5.4,0.031,0.019,0.002,0.012,,,,
Bangkok,2019-01-04 07:00:00+00:00,0.031,,54.0,0.75,0.002,0.032,28.9,58.0,3.7,0.03,0.013,0.004,0.017,,,,
Bangkok,2019-01-04 08:00:00+00:00,0.03,,55.0,0.81,0.002,0.03,29.0,58.0,3.7,0.025,0.008,0.006,0.007,,,,
Bangkok,2019-01-04 09:00:00+00:00,0.025,,56.0,0.89,0.002,0.032,27.2,65.0,3.6,0.019,0.003,0.008,0.006,,,,
Bangkok,2019-01-04 10:00:00+00:00,0.019,,57.0,0.91,0.002,0.034,28.3,62.0,1.8,0.013,0.002,0.01,0.0066,,,,
Bangkok,2019-01-04 11:00:00+00:00,0.013,,58.0,0.96,0.002,0.035,27.5,66.0,1.8,0.008,0.004,0.012,0.0072,,,,
Bangkok,2019-01-04 12:00:00+00:00,0.008,,58.0,0.94,0.002,0.035,26.0,70.0,0.0,0.003,0.006,0.014,0.0078,,,,
Bangkok,2019-01-04 13:00:00+00:00,0.003,,58.0,0.92,0.002,0.039,26.2,70.0,1.8,0.002,0.008,0.01,0.0084,,,,
Bangkok,2019-01-04 14:00:00+00:00,0.002,,59.0,0.86,0.003,0.041,25.9,72.0,1.8,0.004,0.01,0.006,0.009,,,,
Bangkok,2019-01-04 19:00:00+00:00,0.004,,58.833333333333336,0.8083333333333333,0.003,0.03816666666666667,24.8,73.0,0.0,0.006,0.012,0.006,0.00811111111111111,,,,
Bangkok,2019-01-04 18:00:00+00:00,0.006,,58.666666666666664,0.7566666666666667,0.003,0.035333333333333335,25.6,68.0,0.0,0.008,0.014,0.004,0.007222222222222223,,,,
Bangkok,2019-01-04 17:00:00+00:00,0.008,,58.5,0.7050000000000001,0.003,0.0325,25.3,73.0,1.8,0.01,0.01,0.002,0.006333333333333334,,,,
Bangkok,2019-01-04 16:00:00+00:00,0.01,,58.333333333333336,0.6533333333333333,0.003,0.029666666666666668,25.4,73.0,1.8,0.012,0.006,0.002,0.0054444444444444445,,,,
Bangkok,2019-01-04 15:00:00+00:00,0.012,,58.166666666666664,0.6016666666666667,0.003,0.026833333333333334,25.6,76.0,1.8,0.014,0.006,0.001,0.004555555555555556,,,,
Bangkok,2019-01-04 20:00:00+00:00,0.014,,58.0,0.55,0.003,0.024,24.4,74.0,0.0,0.01,0.004,0.005,0.003666666666666667,,,,
Bangkok,2019-01-04 21:00:00+00:00,0.01,,58.0,0.6,0.003,0.028,25.0,68.0,1.8,0.006,0.002,0.008,0.002777777777777778,,,,
Bangkok,2019-01-04 22:00:00+00:00,0.006,,59.0,0.64,0.003,0.034,24.2,74.0,0.0,0.006,0.002,0.012,0.001888888888888889,,,,
Bangkok,2019-01-04 23:00:00+00:00,0.006,,59.0,0.72,0.003,0.034,24.1,75.0,1.8,0.004,0.001,0.017,0.001,,,,
Bangkok,2019-01-05 00:00:00+00:00,0.004,,59.0,0.81,0.002,0.037,25.1,71.0,1.8,0.002,0.005,0.007,0.001,,,,
Bangkok,2019-01-05 01:00:00+00:00,0.002,,58.0,1.0,0.002,0.042,25.2,71.0,1.8,0.002,0.008,0.006,0.002,,,,
Bangkok,2019-01-05 02:00:00+00:00,0.002,,58.0,1.09,0.003,0.059,26.2,68.0,1.8,0.001,0.012,0.0066,0.004,,,,
Bangkok,2019-01-05 03:00:00+00:00,0.001,,59.0,0.99,0.003,0.038,25.3,75.0,0.0,0.005,0.017,0.0072,0.008,,,,
Bangkok,2019-01-05 04:00:00+00:00,0.005,,59.0,0.83,0.003,0.038,27.9,64.0,3.7,0.008,0.007,0.0078,0.013,,,,
Bangkok,2019-01-05 05:00:00+00:00,0.008,,59.0,0.81,0.002,0.038,28.6,63.0,3.7,0.012,0.006,0.0084,0.032,,,,
Bangkok,2019-01-05 06:00:00+00:00,0.012,,59.0,0.75,0.002,0.032,27.5,70.0,0.0,0.017,0.0066,0.009,0.048,,,,
Bangkok,2019-01-05 07:00:00+00:00,0.017,,58.0,0.71,0.002,0.028,29.6,61.0,3.7,0.007,0.0072,0.00811111111111111,0.054,,,,
Bangkok,2019-01-05 08:00:00+00:00,0.007,,59.0,0.97,0.003,0.038,29.8,61.0,3.7,0.006,0.0078,0.007222222222222223,0.048,,,,
Bangkok,2019-01-05 09:00:00+00:00,0.006,,59.0,0.83,0.003,0.038,27.1,70.0,3.6,0.0066,0.0084,0.006333333333333334,0.05,,,,
Bangkok,2019-01-05 13:00:00+00:00,0.0066,,59.8,0.8899999999999999,0.003,0.0402,26.8,74.0,1.8,0.0072,0.009,0.0054444444444444445,0.037,,,,
Bangkok,2019-01-05 12:00:00+00:00,0.0072,,60.6,0.95,0.003,0.0424,26.4,77.0,0.0,0.0078,0.00811111111111111,0.004555555555555556,0.031,,,,
Bangkok,2019-01-05 11:00:00+00:00,0.0078,,61.4,1.01,0.003,0.0446,28.1,68.0,3.7,0.0084,0.007222222222222223,0.003666666666666667,0.0215,,,,
Bangkok,2019-01-05 10:00:00+00:00,0.0084,,62.2,1.0699999999999998,0.003,0.0468,28.9,65.0,3.7,0.009,0.006333333333333334,0.002777777777777778,0.012,,,,
Bangkok,2019-01-05 14:00:00+00:00,0.009,,63.0,1.13,0.003,0.049,26.6,75.0,1.8,0.00811111111111111,0.0054444444444444445,0.001888888888888889,0.011714285714285715,,,,
Bangkok,2019-01-05 22:00:00+00:00,0.00811111111111111,,65.44444444444444,1.1199999999999999,0.0028888888888888888,0.04566666666666667,25.1,82.0,0.0,0.007222222222222223,0.004555555555555556,0.001,0.011428571428571429,,,,
Bangkok,2019-01-05 21:00:00+00:00,0.007222222222222223,,67.88888888888889,1.1099999999999999,0.002777777777777778,0.042333333333333334,25.0,87.0,0.0,0.006333333333333334,0.003666666666666667,0.001,0.011142857142857144,,,,
Bangkok,2019-01-05 20:00:00+00:00,0.006333333333333334,,70.33333333333333,1.0999999999999999,0.002666666666666667,0.039,25.2,80.0,0.0,0.0054444444444444445,0.002777777777777778,0.002,0.010857142857142857,,,,
Bangkok,2019-01-05 19:00:00+00:00,0.0054444444444444445,,72.77777777777777,1.0899999999999999,0.0025555555555555557,0.035666666666666666,25.4,80.0,0.0,0.004555555555555556,0.001888888888888889,0.004,0.010571428571428572,,,,
Bangkok,2019-01-05 18:00:00+00:00,0.004555555555555556,,75.22222222222223,1.08,0.0024444444444444444,0.03233333333333333,25.5,86.0,0.0,0.003666666666666667,0.001,0.008,0.010285714285714285,,,,
Bangkok,2019-01-05 17:00:00+00:00,0.003666666666666667,,77.66666666666667,1.07,0.0023333333333333335,0.028999999999999998,25.9,77.0,0.0,0.002777777777777778,0.001,0.013,0.01,,,,
Bangkok,2019-01-05 16:00:00+00:00,0.002777777777777778,,80.11111111111111,1.06,0.0022222222222222222,0.025666666666666667,26.1,77.0,1.8,0.001888888888888889,0.002,0.032,0.007,,,,
Bangkok,2019-01-05 15:00:00+00:00,0.001888888888888889,,82.55555555555556,1.05,0.0021111111111111113,0.022333333333333334,26.0,80.0,0.0,0.001,0.004,0.048,0.005,,,,
Bangkok,2019-01-05 23:00:00+00:00,0.001,,85.0,1.04,0.002,0.019,24.9,84.0,0.0,0.001,0.008,0.054,0.002,,,,
Bangkok,2019-01-06 00:00:00+00:00,0.001,,87.0,1.04,0.002,0.02,24.0,93.0,0.0,0.002,0.013,0.048,0.002,,,,
Bangkok,2019-01-06 01:00:00+00:00,0.002,,89.0,1.13,0.002,0.023,25.7,81.0,1.8,0.004,0.032,0.05,0.004,,,,
Bangkok,2019-01-06 02:00:00+00:00,0.004,,91.0,1.11,0.003,0.03,26.7,76.0,1.8,0.008,0.048,0.037,0.008,,,,
Bangkok,2019-01-06 03:00:00+00:00,0.008,,94.0,1.01,0.003,0.027,26.0,87.0,1.8,0.013,0.054,0.031,0.022,,,,
Bangkok,2019-01-06 04:00:00+00:00,0.013,,96.0,1.02,0.003,0.037,28.5,69.0,3.7,0.032,0.048,0.0215,0.0365,,,,
Bangkok,2019-01-06 05:00:00+00:00,0.032,,98.0,0.78,0.003,0.036,29.3,66.0,3.7,0.048,0.05,0.012,0.051,,,,
Bangkok,2019-01-06 06:00:00+00:00,0.048,,98.0,0.66,0.002,0.026,31.4,60.0,3.6,0.054,0.037,0.011714285714285715,0.062,,,,
Bangkok,2019-01-06 07:00:00+00:00,0.054,,99.0,0.59,0.002,0.022,30.3,63.0,3.7,0.048,0.031,0.011428571428571429,0.058,,,,
Bangkok,2019-01-06 08:00:00+00:00,0.048,,99.0,0.75,0.002,0.034,30.7,61.0,3.7,0.05,0.0215,0.011142857142857144,0.059,,,,
Bangkok,2019-01-06 09:00:00+00:00,0.05,,99.0,0.68,0.002,0.025,32.0,60.0,3.6,0.037,0.012,0.010857142857142857,0.05,,,,
Bangkok,2019-01-06 10:00:00+00:00,0.037,,99.0,0.92,0.002,0.038,30.2,64.0,1.8,0.031,0.011714285714285715,0.010571428571428572,0.045,,,,
Bangkok,2019-01-06 11:00:00+00:00,0.031,,100.0,0.91,0.002,0.035,29.4,68.0,1.8,0.0215,0.011428571428571429,0.010285714285714285,0.048,,,,
Bangkok,2019-01-06 12:00:00+00:00,0.0215,,100.5,1.01,0.002,0.038000000000000006,29.4,71.0,3.6,0.012,0.011142857142857144,0.01,0.037,,,,
Bangkok,2019-01-06 13:00:00+00:00,0.012,,101.0,1.11,0.002,0.041,28.2,75.0,0.0,0.011714285714285715,0.010857142857142857,0.007,0.026,,,,
Bangkok,2019-01-06 19:00:00+00:00,0.011714285714285715,,100.14285714285714,1.05,0.0018571428571428571,0.037714285714285714,26.2,85.0,0.0,0.011428571428571429,0.010571428571428572,0.005,0.048,,,,
Bangkok,2019-01-06 18:00:00+00:00,0.011428571428571429,,99.28571428571429,0.99,0.0017142857142857144,0.03442857142857143,26.3,82.0,0.0,0.011142857142857144,0.010285714285714285,0.002,0.042,,,,
Bangkok,2019-01-06 17:00:00+00:00,0.011142857142857144,,98.42857142857143,0.93,0.0015714285714285715,0.031142857142857146,26.7,82.0,0.0,0.010857142857142857,0.01,0.002,0.041,,,,
Bangkok,2019-01-06 16:00:00+00:00,0.010857142857142857,,97.57142857142857,0.87,0.0014285714285714286,0.027857142857142858,27.1,80.0,0.0,0.010571428571428572,0.007,0.004,0.036,,,,
Bangkok,2019-01-06 15:00:00+00:00,0.010571428571428572,,96.71428571428571,0.8099999999999999,0.0012857142857142859,0.02457142857142857,27.2,81.0,3.6,0.010285714285714285,0.005,0.008,0.032,,,,
Bangkok,2019-01-06 14:00:00+00:00,0.010285714285714285,,95.85714285714286,0.75,0.001142857142857143,0.021285714285714286,27.8,77.0,0.0,0.01,0.002,0.022,0.025,,,,
Bangkok,2019-01-06 20:00:00+00:00,0.01,,95.0,0.69,0.001,0.018,26.0,86.0,0.0,0.007,0.002,0.0365,0.022,,,,
Bangkok,2019-01-06 21:00:00+00:00,0.007,,93.0,0.7,0.001,0.017,25.6,83.0,1.8,0.005,0.004,0.051,0.015,,,,
Bangkok,2019-01-06 22:00:00+00:00,0.005,,92.0,0.76,0.002,0.02,25.7,87.0,0.0,0.002,0.008,0.062,0.01,,,,
Bangkok,2019-01-06 23:00:00+00:00,0.002,,91.0,0.98,0.002,0.023,25.5,88.0,0.0,0.002,0.022,0.058,0.006,,,,
Bangkok,2019-01-07 00:00:00+00:00,0.002,,90.0,1.47,0.003,0.026,25.0,88.0,0.0,0.004,0.0365,0.059,0.004,,,,
Bangkok,2019-01-07 01:00:00+00:00,0.004,,89.0,1.26,0.004,0.034,26.7,83.0,1.8,0.008,0.051,0.05,0.006,,,,
Bangkok,2019-01-07 02:00:00+00:00,0.008,,88.0,1.14,0.004,0.044,28.0,77.0,1.8,0.022,0.062,0.045,0.011,,,,
Bangkok,2019-01-07 03:00:00+00:00,0.022,,88.0,0.97,0.003,0.041,28.6,75.0,3.6,0.0365,0.058,0.048,0.016,,,,
Bangkok,2019-01-07 04:00:00+00:00,0.0365,,88.0,0.875,0.003,0.037000000000000005,30.3,66.0,3.7,0.051,0.059,0.037,0.021,,,,
Bangkok,2019-01-07 05:00:00+00:00,0.051,,88.0,0.78,0.003,0.033,31.2,63.0,3.7,0.062,0.05,0.026,0.026,,,,
Bangkok,2019-01-07 06:00:00+00:00,0.062,,88.0,0.71,0.002,0.031,31.7,60.0,3.6,0.058,0.045,0.048,0.028,,,,
Bangkok,2019-01-07 07:00:00+00:00,0.058,,89.0,0.86,0.003,0.04,32.2,59.0,3.7,0.059,0.048,0.042,0.0275,,,,
Bangkok,2019-01-07 08:00:00+00:00,0.059,,91.0,1.0,0.003,0.045,32.5,58.0,3.7,0.05,0.037,0.041,0.027,,,,
Bangkok,2019-01-07 09:00:00+00:00,0.05,,92.0,1.23,0.003,0.056,32.7,60.0,0.0,0.045,0.026,0.036,0.025,,,,
Bangkok,2019-01-07 10:00:00+00:00,0.045,,93.0,1.44,0.002,0.063,31.6,62.0,1.8,0.048,0.048,0.032,0.023454545454545457,,,,
Bangkok,2019-01-07 11:00:00+00:00,0.048,,95.0,1.36,0.002,0.062,30.6,67.0,1.8,0.037,0.042,0.025,0.021909090909090913,,,,
Bangkok,2019-01-07 12:00:00+00:00,0.037,,97.0,1.33,0.002,0.062,30.0,73.0,0.0,0.026,0.041,0.022,0.020363636363636365,,,,
Bangkok,2019-01-07 13:00:00+00:00,0.026,,98.0,1.3,0.003,0.061,29.1,75.0,0.0,0.048,0.036,0.015,0.018818181818181817,,,,
Bangkok,2019-01-07 14:00:00+00:00,0.048,,99.0,0.76,0.002,0.029,28.5,78.0,0.0,0.042,0.032,0.01,0.017272727272727273,,,,
Bangkok,2019-01-07 15:00:00+00:00,0.042,,98.0,0.69,0.002,0.027,28.3,80.0,0.0,0.041,0.025,0.006,0.01572727272727273,,,,
Bangkok,2019-01-07 16:00:00+00:00,0.041,,97.0,0.45,0.001,0.014,27.8,82.0,0.0,0.036,0.022,0.004,0.014181818181818183,,,,
Bangkok,2019-01-07 17:00:00+00:00,0.036,,96.0,0.35,0.001,0.008,27.4,83.0,0.0,0.032,0.015,0.006,0.012636363636363637,,,,
Bangkok,2019-01-07 18:00:00+00:00,0.032,,95.0,0.35,0.001,0.006,27.5,85.0,0.0,0.025,0.01,0.011,0.011090909090909092,,,,
Bangkok,2019-01-07 19:00:00+00:00,0.025,,93.0,0.33,0.001,0.007,26.8,87.0,0.0,0.022,0.006,0.016,0.009545454545454546,,,,
Bangkok,2019-01-07 20:00:00+00:00,0.022,,91.0,0.33,0.001,0.007,26.6,88.0,0.0,0.015,0.004,0.021,0.008,,,,
Bangkok,2019-01-07 21:00:00+00:00,0.015,,90.0,0.37,0.001,0.011,25.3,94.0,0.0,0.01,0.006,0.026,0.005,,,,
Bangkok,2019-01-07 22:00:00+00:00,0.01,,88.0,0.47,0.001,0.016,26.3,90.0,0.0,0.006,0.011,0.028,0.002,,,,
Bangkok,2019-01-07 23:00:00+00:00,0.006,,87.0,0.67,0.001,0.023,26.1,91.0,0.0,0.004,0.016,0.0275,0.001,,,,
Bangkok,2019-01-08 00:00:00+00:00,0.004,,85.0,0.99,0.001,0.025,23.5,71.0,0.0,0.006,0.021,0.027,0.002,,,,
Bangkok,2019-01-08 01:00:00+00:00,0.006,,84.0,0.87,0.001,0.03,26.9,88.0,1.8,0.011,0.026,0.025,0.004,,,,
Bangkok,2019-01-08 02:00:00+00:00,0.011,,81.0,0.65,0.001,0.02,28.1,82.0,1.8,0.016,0.028,0.023454545454545457,0.0075,,,,
Bangkok,2019-01-08 03:00:00+00:00,0.016,,78.5,0.5,0.001,0.018000000000000002,28.3,85.0,0.0,0.021,0.0275,0.021909090909090913,0.011,,,,
